,sim,right
0,1.0,1.0
1,0.9666666666666665,0.8241666666666667
2,0.9319444444444441,0.6349999999999999
3,0.902777777777778,0.5666666666666665
4,0.8788888888888892,0.49666666666666665
5,0.8755555555555559,0.5133333333333334
6,0.8755555555555553,0.5416666666666667
7,0.9005555555555559,0.6241666666666668
8,0.925277777777778,0.7308333333333334
9,0.9316666666666665,0.7725
10,0.9647222222222223,0.89
11,0.9811111111111113,0.938333333333333
12,0.9958333333333335,0.9883333333333332
13,0.9897222222222224,0.9783333333333333
14,0.9969444444444444,0.9966666666666667
15,0.9997222222222223,0.9983333333333333
16,0.9997222222222223,0.9983333333333334
17,0.9994444444444445,0.9966666666666666
18,1.0,1.0
19,1.0,1.0
20,1.0,1.0
